chr	bin_start	bin_end	bin_len	chr_ind	bin_ind	mappability_score
chr1	85000000	86000000	1000000	1	86	0.622084
chr1	86000000	87000000	1000000	1	87	0.976534
chr1	87000000	88000000	1000000	1	88	0.950046
chr1	88000000	89000000	1000000	1	89	0.975256
chr1	89000000	90000000	1000000	1	90	0.981371
chr1	90000000	91000000	1000000	1	91	0.98151
chr1	91000000	92000000	1000000	1	92	0.985296
chr1	92000000	93000000	1000000	1	93	0.97479
chr1	93000000	94000000	1000000	1	94	0.898421
chr1	94000000	95000000	1000000	1	95	0.910918
chr1	95000000	96000000	1000000	1	96	0.947196
chr1	96000000	97000000	1000000	1	97	0.940007
chr1	97000000	98000000	1000000	1	98	0.938996
chr1	98000000	99000000	1000000	1	99	0.898686
chr1	99000000	100000000	1000000	1	100	0.947028
chr1	100000000	101000000	1000000	1	101	0.939067
chr1	101000000	102000000	1000000	1	102	0.911
chr1	102000000	103000000	1000000	1	103	0.924005
chr1	103000000	104000000	1000000	1	104	0.933197
chr1	104000000	105000000	1000000	1	105	0.926763
chr1	105000000	106000000	1000000	1	106	0.961689
chr1	106000000	107000000	1000000	1	107	0.95903
chr1	107000000	108000000	1000000	1	108	0.929024
chr1	108000000	109000000	1000000	1	109	0.920227
chr1	109000000	110000000	1000000	1	110	0.938551
chr1	110000000	111000000	1000000	1	111	0.951723
chr1	111000000	112000000	1000000	1	112	0.934833
chr1	112000000	113000000	1000000	1	113	0.898783
chr1	113000000	114000000	1000000	1	114	0.941346
chr1	114000000	115000000	1000000	1	115	0.901934
chr1	115000000	116000000	1000000	1	116	0.943455
chr1	116000000	117000000	1000000	1	117	0.957718
chr1	117000000	118000000	1000000	1	118	0.879425
chr1	118000000	119000000	1000000	1	119	0.951245
chr1	119000000	120000000	1000000	1	120	0.984314
chr1	120000000	121000000	1000000	1	121	0.972656
chr1	121000000	122000000	1000000	1	122	0.94916
chr1	122000000	123000000	1000000	1	123	0.948774
chr1	123000000	124000000	1000000	1	124	0.968234
chr1	124000000	125000000	1000000	1	125	0.957953
chr1	125000000	126000000	1000000	1	126	0.944118
chr1	126000000	127000000	1000000	1	127	0.942991
chr1	127000000	128000000	1000000	1	128	0.968976
chr1	128000000	129000000	1000000	1	129	0.968649
chr1	129000000	130000000	1000000	1	130	0.951937
chr1	130000000	131000000	1000000	1	131	0.94179
chr1	131000000	132000000	1000000	1	132	0.97013
chr1	132000000	133000000	1000000	1	133	0.994169
chr1	133000000	134000000	1000000	1	134	0.992279
chr1	134000000	135000000	1000000	1	135	0.982715
chr1	135000000	136000000	1000000	1	136	0.996274
chr1	136000000	137000000	1000000	1	137	0.984713
chr1	137000000	138000000	1000000	1	138	0.944151
chr1	138000000	139000000	1000000	1	139	0.955627
chr1	139000000	140000000	1000000	1	140	0.883706
chr1	140000000	141000000	1000000	1	141	0.91069
chr1	141000000	142000000	1000000	1	142	0.948177
chr1	142000000	143000000	1000000	1	143	0.943085
chr1	143000000	144000000	1000000	1	144	0.911764
chr1	144000000	145000000	1000000	1	145	0.929084
chr1	145000000	146000000	1000000	1	146	0.922254
chr1	146000000	147000000	1000000	1	147	0.930085
chr1	147000000	148000000	1000000	1	148	0.919607
chr1	148000000	149000000	1000000	1	149	0.908077
chr1	149000000	150000000	1000000	1	150	0.933405
chr1	150000000	151000000	1000000	1	151	0.958948
chr1	151000000	152000000	1000000	1	152	0.969886
chr1	152000000	153000000	1000000	1	153	0.971396
chr1	153000000	154000000	1000000	1	154	0.982064
chr1	154000000	155000000	1000000	1	155	0.960095
chr1	155000000	156000000	1000000	1	156	0.985411
chr1	156000000	157000000	1000000	1	157	0.985533
chr1	157000000	158000000	1000000	1	158	0.973331
chr1	158000000	159000000	1000000	1	159	0.962145
chr1	159000000	160000000	1000000	1	160	0.980934
chr1	160000000	161000000	1000000	1	161	0.972339
chr1	161000000	162000000	1000000	1	162	0.967609
chr1	162000000	163000000	1000000	1	163	0.949118
chr1	163000000	164000000	1000000	1	164	0.956409
chr1	164000000	165000000	1000000	1	165	0.959252
chr1	165000000	166000000	1000000	1	166	0.95754
chr1	166000000	167000000	1000000	1	167	0.916415
chr1	167000000	168000000	1000000	1	168	0.965924
chr1	168000000	169000000	1000000	1	169	0.955153
chr1	169000000	170000000	1000000	1	170	0.956956
chr1	170000000	171000000	1000000	1	171	0.965094
chr1	171000000	172000000	1000000	1	172	0.966984
chr1	172000000	173000000	1000000	1	173	0.955094
chr1	173000000	174000000	1000000	1	174	0.910384
chr1	174000000	175000000	1000000	1	175	0.922046
chr1	175000000	176000000	1000000	1	176	0.95643
chr1	176000000	177000000	1000000	1	177	0.958267
chr1	177000000	178000000	1000000	1	178	0.914014
chr1	178000000	179000000	1000000	1	179	0.97551
chr1	179000000	180000000	1000000	1	180	0.96793
chr1	180000000	181000000	1000000	1	181	0.988532
chr1	181000000	182000000	1000000	1	182	0.976285
chr1	182000000	183000000	1000000	1	183	0.975338
chr1	183000000	184000000	1000000	1	184	0.970436
chr1	184000000	185000000	1000000	1	185	0.977401
chr1	185000000	186000000	1000000	1	186	0.970654
chr1	186000000	187000000	1000000	1	187	0.972348
chr1	187000000	188000000	1000000	1	188	0.987662
chr1	188000000	189000000	1000000	1	189	0.971606
chr1	189000000	190000000	1000000	1	190	0.981872
chr1	190000000	191000000	1000000	1	191	0.985273
chr1	191000000	192000000	1000000	1	192	0.970968
chr1	192000000	193000000	1000000	1	193	0.97159
chr1	193000000	194000000	1000000	1	194	0.975585
chr1	194000000	195000000	1000000	1	195	0.962789
chr1	195000000	195154279	154279	1	196	0.237189
chr2	1	1000000	999999	2	197	0
chr2	1000000	2000000	1000000	2	198	0
chr2	2000000	3000000	1000000	2	199	0
chr2	3000000	4000000	1000000	2	200	0.904349
chr2	4000000	5000000	1000000	2	201	0.97617
chr2	5000000	6000000	1000000	2	202	0.968916
chr2	6000000	7000000	1000000	2	203	0.975723
chr2	7000000	8000000	1000000	2	204	0.93832
chr2	8000000	9000000	1000000	2	205	0.935042
chr2	9000000	10000000	1000000	2	206	0.974051
chr2	10000000	11000000	1000000	2	207	0.944416
chr2	11000000	12000000	1000000	2	208	0.953667
chr2	12000000	13000000	1000000	2	209	0.94856
chr2	13000000	14000000	1000000	2	210	0.956095
chr2	14000000	15000000	1000000	2	211	0.932198
chr2	15000000	16000000	1000000	2	212	0.91934
chr2	16000000	17000000	1000000	2	213	0.920192
chr2	17000000	18000000	1000000	2	214	0.939402
chr2	18000000	19000000	1000000	2	215	0.973274
chr2	19000000	20000000	1000000	2	216	0.951955
chr2	20000000	21000000	1000000	2	217	0.95614
chr2	21000000	22000000	1000000	2	218	0.929221
chr2	22000000	23000000	1000000	2	219	0.921922
chr2	23000000	24000000	1000000	2	220	0.937557
chr2	24000000	25000000	1000000	2	221	0.972507
chr2	25000000	26000000	1000000	2	222	0.974838
chr2	26000000	27000000	1000000	2	223	0.965799
chr2	27000000	28000000	1000000	2	224	0.993903
chr2	28000000	29000000	1000000	2	225	0.987582
chr2	29000000	30000000	1000000	2	226	0.982805
chr2	30000000	31000000	1000000	2	227	0.987437
chr2	31000000	32000000	1000000	2	228	0.993631
chr2	32000000	33000000	1000000	2	229	0.98801
chr2	33000000	34000000	1000000	2	230	0.993615
chr2	34000000	35000000	1000000	2	231	0.980235
chr2	35000000	36000000	1000000	2	232	0.984727
chr2	36000000	37000000	1000000	2	233	0.925944
chr2	37000000	38000000	1000000	2	234	0.953071
chr2	38000000	39000000	1000000	2	235	0.98778
chr2	39000000	40000000	1000000	2	236	0.918134
chr2	40000000	41000000	1000000	2	237	0.935964
chr2	41000000	42000000	1000000	2	238	0.943478
chr2	42000000	43000000	1000000	2	239	0.966037
chr2	43000000	44000000	1000000	2	240	0.969039
chr2	44000000	45000000	1000000	2	241	0.962104
chr2	45000000	46000000	1000000	2	242	0.984864
chr2	46000000	47000000	1000000	2	243	0.92816
chr2	47000000	48000000	1000000	2	244	0.931877
chr2	48000000	49000000	1000000	2	245	0.957797
chr2	49000000	50000000	1000000	2	246	0.983927
chr2	50000000	51000000	1000000	2	247	0.954844
chr2	51000000	52000000	1000000	2	248	0.97236
chr2	52000000	53000000	1000000	2	249	0.98748
chr2	53000000	54000000	1000000	2	250	0.894742
chr2	54000000	55000000	1000000	2	251	0.898455
chr2	55000000	56000000	1000000	2	252	0.915133
chr2	56000000	57000000	1000000	2	253	0.928353
chr2	57000000	58000000	1000000	2	254	0.953032
chr2	58000000	59000000	1000000	2	255	0.950623
chr2	59000000	60000000	1000000	2	256	0.994506
chr2	60000000	61000000	1000000	2	257	0.981941
chr2	61000000	62000000	1000000	2	258	0.966569
chr2	62000000	63000000	1000000	2	259	0.966125
chr2	63000000	64000000	1000000	2	260	0.932433
chr2	64000000	65000000	1000000	2	261	0.948413
chr2	65000000	66000000	1000000	2	262	0.974643
chr2	66000000	67000000	1000000	2	263	0.951661
chr2	67000000	68000000	1000000	2	264	0.95952
chr2	68000000	69000000	1000000	2	265	0.960491
chr2	69000000	70000000	1000000	2	266	0.985228
chr2	70000000	71000000	1000000	2	267	0.975045
chr2	71000000	72000000	1000000	2	268	0.986793
chr2	72000000	73000000	1000000	2	269	0.989432
chr2	73000000	74000000	1000000	2	270	0.984994
chr2	74000000	75000000	1000000	2	271	0.973988
chr2	75000000	76000000	1000000	2	272	0.976451
chr2	76000000	77000000	1000000	2	273	0.978969
chr2	77000000	78000000	1000000	2	274	0.949456
chr2	78000000	79000000	1000000	2	275	0.959475
chr2	79000000	80000000	1000000	2	276	0.97919
chr2	80000000	81000000	1000000	2	277	0.927404
chr2	81000000	82000000	1000000	2	278	0.936858
chr2	82000000	83000000	1000000	2	279	0.912671
chr2	83000000	84000000	1000000	2	280	0.836842
chr2	84000000	85000000	1000000	2	281	0.958307
chr2	85000000	86000000	1000000	2	282	0.94322
chr2	86000000	87000000	1000000	2	283	0.952504
chr2	87000000	88000000	1000000	2	284	0.921441
chr2	88000000	89000000	1000000	2	285	0.918112
chr2	89000000	90000000	1000000	2	286	0.873868
chr2	90000000	91000000	1000000	2	287	0.807002
chr2	91000000	92000000	1000000	2	288	0.991793
chr2	92000000	93000000	1000000	2	289	0.99382
chr2	93000000	94000000	1000000	2	290	0.980852
chr2	94000000	95000000	1000000	2	291	0.943816
chr2	95000000	96000000	1000000	2	292	0.914812
chr2	96000000	97000000	1000000	2	293	0.94668
chr2	97000000	98000000	1000000	2	294	0.913912
chr2	98000000	99000000	1000000	2	295	0.915569
chr2	99000000	100000000	1000000	2	296	0.928154
chr2	100000000	101000000	1000000	2	297	0.6362
chr2	101000000	102000000	1000000	2	298	0.965889
chr2	102000000	103000000	1000000	2	299	0.988891
chr2	103000000	104000000	1000000	2	300	0.971839
chr2	104000000	105000000	1000000	2	301	0.986373
chr2	105000000	106000000	1000000	2	302	0.965828
chr2	106000000	107000000	1000000	2	303	0.961052
chr2	107000000	108000000	1000000	2	304	0.949917
chr2	108000000	109000000	1000000	2	305	0.943275
chr2	109000000	110000000	1000000	2	306	0.952768
chr2	110000000	111000000	1000000	2	307	0.922282
chr2	111000000	112000000	1000000	2	308	0.901262
chr2	112000000	113000000	1000000	2	309	0.946537
chr2	113000000	114000000	1000000	2	310	0.959809
chr2	114000000	115000000	1000000	2	311	0.951364
chr2	115000000	116000000	1000000	2	312	0.988861
chr2	116000000	117000000	1000000	2	313	0.940915
chr2	117000000	118000000	1000000	2	314	0.980795
chr2	118000000	119000000	1000000	2	315	0.988741
chr2	119000000	120000000	1000000	2	316	0.993274
chr2	120000000	121000000	1000000	2	317	0.971299
chr2	121000000	122000000	1000000	2	318	0.966717
chr2	122000000	123000000	1000000	2	319	0.950709
chr2	123000000	124000000	1000000	2	320	0.936987
chr2	124000000	125000000	1000000	2	321	0.955037
chr2	125000000	126000000	1000000	2	322	0.969116
chr2	126000000	127000000	1000000	2	323	0.964886
chr2	127000000	128000000	1000000	2	324	0.978514
chr2	128000000	129000000	1000000	2	325	0.979284
chr2	129000000	130000000	1000000	2	326	0.967933
chr2	130000000	131000000	1000000	2	327	0.990682
chr2	131000000	132000000	1000000	2	328	0.969283
chr2	132000000	133000000	1000000	2	329	0.971778
chr2	133000000	134000000	1000000	2	330	0.961944
chr2	134000000	135000000	1000000	2	331	0.941046
chr2	135000000	136000000	1000000	2	332	0.973977
chr2	136000000	137000000	1000000	2	333	0.956113
chr2	137000000	138000000	1000000	2	334	0.956362
chr2	138000000	139000000	1000000	2	335	0.935836
chr2	139000000	140000000	1000000	2	336	0.953802
chr2	140000000	141000000	1000000	2	337	0.95493
chr2	141000000	142000000	1000000	2	338	0.978819
chr2	142000000	143000000	1000000	2	339	0.942498
chr2	143000000	144000000	1000000	2	340	0.953464
chr2	144000000	145000000	1000000	2	341	0.970828
chr2	145000000	146000000	1000000	2	342	0.969801
chr2	146000000	147000000	1000000	2	343	0.965853
chr2	147000000	148000000	1000000	2	344	0.967592
chr2	148000000	149000000	1000000	2	345	0.945519
chr2	149000000	150000000	1000000	2	346	0.942278
chr2	150000000	151000000	1000000	2	347	0.873597
chr2	151000000	152000000	1000000	2	348	0.829593
chr2	152000000	153000000	1000000	2	349	0.977421
chr2	153000000	154000000	1000000	2	350	0.97987
chr2	154000000	155000000	1000000	2	351	0.956117
chr2	155000000	156000000	1000000	2	352	0.986009
chr2	156000000	157000000	1000000	2	353	0.979629
chr2	157000000	158000000	1000000	2	354	0.979081
chr2	158000000	159000000	1000000	2	355	0.989663
chr2	159000000	160000000	1000000	2	356	0.95025
chr2	160000000	161000000	1000000	2	357	0.982131
chr2	161000000	162000000	1000000	2	358	0.959379
chr2	162000000	163000000	1000000	2	359	0.971902
chr2	163000000	164000000	1000000	2	360	0.966786
chr2	164000000	165000000	1000000	2	361	0.985703
chr2	165000000	166000000	1000000	2	362	0.982011
chr2	166000000	167000000	1000000	2	363	0.981356
chr2	167000000	168000000	1000000	2	364	0.980672
chr2	168000000	169000000	1000000	2	365	0.993815
chr2	169000000	170000000	1000000	2	366	0.993591
chr2	170000000	171000000	1000000	2	367	0.985045
chr2	171000000	172000000	1000000	2	368	0.967182
chr2	172000000	173000000	1000000	2	369	0.983761
chr2	173000000	174000000	1000000	2	370	0.987396
chr2	174000000	175000000	1000000	2	371	0.879494
chr2	175000000	176000000	1000000	2	372	0.0204445
chr2	176000000	177000000	1000000	2	373	0.146739
chr2	177000000	178000000	1000000	2	374	0.590003
chr2	178000000	179000000	1000000	2	375	0.976641
chr2	179000000	180000000	1000000	2	376	0.991828
chr2	180000000	181000000	1000000	2	377	0.9885
chr2	181000000	181755017	755017	2	378	0.831062
chr3	1	1000000	999999	3	379	0
chr3	1000000	2000000	1000000	3	380	0
chr3	2000000	3000000	1000000	3	381	9.99999e-09
chr3	3000000	4000000	1000000	3	382	0.91824
chr3	4000000	5000000	1000000	3	383	0.914817
chr3	5000000	6000000	1000000	3	384	0.940164
chr3	6000000	7000000	1000000	3	385	0.895034
chr3	7000000	8000000	1000000	3	386	0.910082
chr3	8000000	9000000	1000000	3	387	0.936845
chr3	9000000	10000000	1000000	3	388	0.969531
chr3	10000000	11000000	1000000	3	389	0.941656
chr3	11000000	12000000	1000000	3	390	0.907186
chr3	12000000	13000000	1000000	3	391	0.895162
chr3	13000000	14000000	1000000	3	392	0.958661
chr3	14000000	15000000	1000000	3	393	0.920946
chr3	15000000	16000000	1000000	3	394	0.766294
chr3	16000000	17000000	1000000	3	395	0.928586
chr3	17000000	18000000	1000000	3	396	0.9237
chr3	18000000	19000000	1000000	3	397	0.931395
chr3	19000000	20000000	1000000	3	398	0.942829
chr3	20000000	21000000	1000000	3	399	0.91933
chr3	21000000	22000000	1000000	3	400	0.942843
chr3	22000000	23000000	1000000	3	401	0.891325
chr3	23000000	24000000	1000000	3	402	0.916555
chr3	24000000	25000000	1000000	3	403	0.950715
chr3	25000000	26000000	1000000	3	404	0.907094
chr3	26000000	27000000	1000000	3	405	0.926598
chr3	27000000	28000000	1000000	3	406	0.973163
chr3	28000000	29000000	1000000	3	407	0.952079
chr3	29000000	30000000	1000000	3	408	0.924302
chr3	30000000	31000000	1000000	3	409	0.982777
chr3	31000000	32000000	1000000	3	410	0.92288
chr3	32000000	33000000	1000000	3	411	0.966712
chr3	33000000	34000000	1000000	3	412	0.924666
chr3	34000000	35000000	1000000	3	413	0.974227
chr3	35000000	36000000	1000000	3	414	0.944026
chr3	36000000	37000000	1000000	3	415	0.962787
chr3	37000000	38000000	1000000	3	416	0.985175
chr3	38000000	39000000	1000000	3	417	0.955262
chr3	39000000	40000000	1000000	3	418	0.93735
chr3	40000000	41000000	1000000	3	419	0.962336
chr3	41000000	42000000	1000000	3	420	0.958399
chr3	42000000	43000000	1000000	3	421	0.9401
chr3	43000000	44000000	1000000	3	422	0.916401
chr3	44000000	45000000	1000000	3	423	0.91459
chr3	45000000	46000000	1000000	3	424	0.943389
chr3	46000000	47000000	1000000	3	425	0.92867
chr3	47000000	48000000	1000000	3	426	0.946367
chr3	48000000	49000000	1000000	3	427	0.945058
chr3	49000000	50000000	1000000	3	428	0.926227
chr3	50000000	51000000	1000000	3	429	0.955467
chr3	51000000	52000000	1000000	3	430	0.976541
chr3	52000000	53000000	1000000	3	431	0.974638
chr3	53000000	54000000	1000000	3	432	0.953089
chr3	54000000	55000000	1000000	3	433	0.974683
chr3	55000000	56000000	1000000	3	434	0.960078
chr3	56000000	57000000	1000000	3	435	0.894506
chr3	57000000	58000000	1000000	3	436	0.950393
chr3	58000000	59000000	1000000	3	437	0.961728
chr3	59000000	60000000	1000000	3	438	0.919846
chr3	60000000	61000000	1000000	3	439	0.950433
chr3	61000000	62000000	1000000	3	440	0.917286
chr3	62000000	63000000	1000000	3	441	0.902763
chr3	63000000	64000000	1000000	3	442	0.967089
chr3	64000000	65000000	1000000	3	443	0.837572
chr3	65000000	66000000	1000000	3	444	0.966431
chr3	66000000	67000000	1000000	3	445	0.919172
chr3	67000000	68000000	1000000	3	446	0.93572
chr3	68000000	69000000	1000000	3	447	0.958862
chr3	69000000	70000000	1000000	3	448	0.950039
chr3	70000000	71000000	1000000	3	449	0.934164
chr3	71000000	72000000	1000000	3	450	0.935846
chr3	72000000	73000000	1000000	3	451	0.944466
chr3	73000000	74000000	1000000	3	452	0.93458
chr3	74000000	75000000	1000000	3	453	0.922031
chr3	75000000	76000000	1000000	3	454	0.937594
chr3	76000000	77000000	1000000	3	455	0.961955
chr3	77000000	78000000	1000000	3	456	0.925794
chr3	78000000	79000000	1000000	3	457	0.902824
chr3	79000000	80000000	1000000	3	458	0.963282
chr3	80000000	81000000	1000000	3	459	0.940972
chr3	81000000	82000000	1000000	3	460	0.943457
chr3	82000000	83000000	1000000	3	461	0.956547
chr3	83000000	84000000	1000000	3	462	0.963136
chr3	84000000	85000000	1000000	3	463	0.971684
chr3	85000000	86000000	1000000	3	464	0.983547
chr3	86000000	87000000	1000000	3	465	0.957898
chr3	87000000	88000000	1000000	3	466	0.98362
chr3	88000000	89000000	1000000	3	467	0.932519
chr3	89000000	90000000	1000000	3	468	0.99447
chr3	90000000	91000000	1000000	3	469	0.927292
chr3	91000000	92000000	1000000	3	470	0.906159
chr3	92000000	93000000	1000000	3	471	0.880876
chr3	93000000	94000000	1000000	3	472	0.741667
chr3	94000000	95000000	1000000	3	473	0.88841
chr3	95000000	96000000	1000000	3	474	0.978098
chr3	96000000	97000000	1000000	3	475	0.909701
chr3	97000000	98000000	1000000	3	476	0.975978
chr3	98000000	99000000	1000000	3	477	0.807551
chr3	99000000	100000000	1000000	3	478	0.948014
chr3	100000000	101000000	1000000	3	479	0.977651
chr3	101000000	102000000	1000000	3	480	0.987136
chr3	102000000	103000000	1000000	3	481	0.950819
chr3	103000000	104000000	1000000	3	482	0.982247
chr3	104000000	105000000	1000000	3	483	0.960738
chr3	105000000	106000000	1000000	3	484	0.970564
chr3	106000000	107000000	1000000	3	485	0.941408
chr3	107000000	108000000	1000000	3	486	0.986565
chr3	108000000	109000000	1000000	3	487	0.986289
chr3	109000000	110000000	1000000	3	488	0.958791
chr3	110000000	111000000	1000000	3	489	0.942682
chr3	111000000	112000000	1000000	3	490	0.930102
chr3	112000000	113000000	1000000	3	491	0.934393
chr3	113000000	114000000	1000000	3	492	0.78761
chr3	114000000	115000000	1000000	3	493	0.936946
chr3	115000000	116000000	1000000	3	494	0.949137
chr3	116000000	117000000	1000000	3	495	0.967694
chr3	117000000	118000000	1000000	3	496	0.946848
chr3	118000000	119000000	1000000	3	497	0.971636
chr3	119000000	120000000	1000000	3	498	0.95879
chr3	120000000	121000000	1000000	3	499	0.936309
chr3	121000000	122000000	1000000	3	500	0.992939
chr3	122000000	123000000	1000000	3	501	0.981147
chr3	123000000	124000000	1000000	3	502	0.936343
chr3	124000000	125000000	1000000	3	503	0.959692
chr3	125000000	126000000	1000000	3	504	0.938076
chr3	126000000	127000000	1000000	3	505	0.975642
chr3	127000000	128000000	1000000	3	506	0.977525
chr3	128000000	129000000	1000000	3	507	0.946339
chr3	129000000	130000000	1000000	3	508	0.983357
chr3	130000000	131000000	1000000	3	509	0.973589
chr3	131000000	132000000	1000000	3	510	0.965604
chr3	132000000	133000000	1000000	3	511	0.952624
chr3	133000000	134000000	1000000	3	512	0.945306
chr3	134000000	135000000	1000000	3	513	0.933315
chr3	135000000	136000000	1000000	3	514	0.962624
chr3	136000000	137000000	1000000	3	515	0.972518
chr3	137000000	138000000	1000000	3	516	0.951372
chr3	138000000	139000000	1000000	3	517	0.981122
chr3	139000000	140000000	1000000	3	518	0.933469
chr3	140000000	141000000	1000000	3	519	0.937905
chr3	141000000	142000000	1000000	3	520	0.969121
chr3	142000000	143000000	1000000	3	521	0.977922
chr3	143000000	144000000	1000000	3	522	0.981046
chr3	144000000	145000000	1000000	3	523	0.946445
chr3	145000000	146000000	1000000	3	524	0.978758
chr3	146000000	147000000	1000000	3	525	0.96833
chr3	147000000	148000000	1000000	3	526	0.961753
chr3	148000000	149000000	1000000	3	527	0.972744
chr3	149000000	150000000	1000000	3	528	0.967716
chr3	150000000	151000000	1000000	3	529	0.974103
chr3	151000000	152000000	1000000	3	530	0.955
chr3	152000000	153000000	1000000	3	531	0.963339
chr3	153000000	154000000	1000000	3	532	0.980116
chr3	154000000	155000000	1000000	3	533	0.971464
chr3	155000000	156000000	1000000	3	534	0.954389
chr3	156000000	157000000	1000000	3	535	0.955849
chr3	157000000	158000000	1000000	3	536	0.953656
chr3	158000000	159000000	1000000	3	537	0.912616
chr3	159000000	159745316	745316	3	538	0.788795
chr4	1	1000000	999999	4	539	0
chr4	1000000	2000000	1000000	4	540	0
chr4	2000000	3000000	1000000	4	541	0
chr4	3000000	4000000	1000000	4	542	0.763109
chr4	4000000	5000000	1000000	4	543	0.924048
chr4	5000000	6000000	1000000	4	544	0.913201
chr4	6000000	7000000	1000000	4	545	0.970449
chr4	7000000	8000000	1000000	4	546	0.911807
chr4	8000000	9000000	1000000	4	547	0.93711
chr4	9000000	10000000	1000000	4	548	0.951972
chr4	10000000	11000000	1000000	4	549	0.917273
chr4	11000000	12000000	1000000	4	550	0.987663
chr4	12000000	13000000	1000000	4	551	0.90921
chr4	13000000	14000000	1000000	4	552	0.951745
chr4	14000000	15000000	1000000	4	553	0.928711
chr4	15000000	16000000	1000000	4	554	0.939841
chr4	16000000	17000000	1000000	4	555	0.919449
chr4	17000000	18000000	1000000	4	556	0.911049
chr4	18000000	19000000	1000000	4	557	0.922013
chr4	19000000	20000000	1000000	4	558	0.939812
