chr	bin_start	bin_end	bin_len	chr_ind	bin_ind	mappability_score
chr1	144000000	145000000	1000000	1	145	0.140487
chr1	145000000	146000000	1000000	1	146	0.525754
chr1	146000000	147000000	1000000	1	147	0.365499
chr1	147000000	148000000	1000000	1	148	0.934591
chr1	148000000	149000000	1000000	1	149	0.374134
chr1	149000000	150000000	1000000	1	150	0.363309
chr1	150000000	151000000	1000000	1	151	0.993303
chr1	151000000	152000000	1000000	1	152	0.994578
chr1	152000000	153000000	1000000	1	153	0.969463
chr1	153000000	154000000	1000000	1	154	0.986866
chr1	154000000	155000000	1000000	1	155	0.994457
chr1	155000000	156000000	1000000	1	156	0.969864
chr1	156000000	157000000	1000000	1	157	0.994627
chr1	157000000	158000000	1000000	1	158	0.987644
chr1	158000000	159000000	1000000	1	159	0.976753
chr1	159000000	160000000	1000000	1	160	0.976677
chr1	160000000	161000000	1000000	1	161	0.990805
chr1	161000000	162000000	1000000	1	162	0.901236
chr1	162000000	163000000	1000000	1	163	0.982381
chr1	163000000	164000000	1000000	1	164	0.985944
chr1	164000000	165000000	1000000	1	165	0.987975
chr1	165000000	166000000	1000000	1	166	0.989248
chr1	166000000	167000000	1000000	1	167	0.980446
chr1	167000000	168000000	1000000	1	168	0.997768
chr1	168000000	169000000	1000000	1	169	0.985108
chr1	169000000	170000000	1000000	1	170	0.989778
chr1	170000000	171000000	1000000	1	171	0.983403
chr1	171000000	172000000	1000000	1	172	0.987604
chr1	172000000	173000000	1000000	1	173	0.980292
chr1	173000000	174000000	1000000	1	174	0.988722
chr1	174000000	175000000	1000000	1	175	0.963519
chr1	175000000	176000000	1000000	1	176	0.993329
chr1	176000000	177000000	1000000	1	177	0.982477
chr1	177000000	178000000	1000000	1	178	0.983774
chr1	178000000	179000000	1000000	1	179	0.984668
chr1	179000000	180000000	1000000	1	180	0.991425
chr1	180000000	181000000	1000000	1	181	0.983298
chr1	181000000	182000000	1000000	1	182	0.993162
chr1	182000000	183000000	1000000	1	183	0.994211
chr1	183000000	184000000	1000000	1	184	0.992328
chr1	184000000	185000000	1000000	1	185	0.987699
chr1	185000000	186000000	1000000	1	186	0.977477
chr1	186000000	187000000	1000000	1	187	0.988022
chr1	187000000	188000000	1000000	1	188	0.97933
chr1	188000000	189000000	1000000	1	189	0.989419
chr1	189000000	190000000	1000000	1	190	0.988655
chr1	190000000	191000000	1000000	1	191	0.992572
chr1	191000000	192000000	1000000	1	192	0.992628
chr1	192000000	193000000	1000000	1	193	0.988156
chr1	193000000	194000000	1000000	1	194	0.988958
chr1	194000000	195000000	1000000	1	195	0.989604
chr1	195000000	196000000	1000000	1	196	0.989536
chr1	196000000	197000000	1000000	1	197	0.953063
chr1	197000000	198000000	1000000	1	198	0.984943
chr1	198000000	199000000	1000000	1	199	0.992035
chr1	199000000	200000000	1000000	1	200	0.988316
chr1	200000000	201000000	1000000	1	201	0.994016
chr1	201000000	202000000	1000000	1	202	0.994388
chr1	202000000	203000000	1000000	1	203	0.983771
chr1	203000000	204000000	1000000	1	204	0.993936
chr1	204000000	205000000	1000000	1	205	0.997791
chr1	205000000	206000000	1000000	1	206	0.994497
chr1	206000000	207000000	1000000	1	207	0.827171
chr1	207000000	208000000	1000000	1	208	0.947228
chr1	208000000	209000000	1000000	1	209	0.994829
chr1	209000000	210000000	1000000	1	210	0.987947
chr1	210000000	211000000	1000000	1	211	0.989434
chr1	211000000	212000000	1000000	1	212	0.991958
chr1	212000000	213000000	1000000	1	213	0.988741
chr1	213000000	214000000	1000000	1	214	0.989094
chr1	214000000	215000000	1000000	1	215	0.995193
chr1	215000000	216000000	1000000	1	216	0.993006
chr1	216000000	217000000	1000000	1	217	0.99259
chr1	217000000	218000000	1000000	1	218	0.991358
chr1	218000000	219000000	1000000	1	219	0.990627
chr1	219000000	220000000	1000000	1	220	0.974916
chr1	220000000	221000000	1000000	1	221	0.993704
chr1	221000000	222000000	1000000	1	222	0.994683
chr1	222000000	223000000	1000000	1	223	0.965574
chr1	223000000	224000000	1000000	1	224	0.879672
chr1	224000000	225000000	1000000	1	225	0.979532
chr1	225000000	226000000	1000000	1	226	0.988502
chr1	226000000	227000000	1000000	1	227	0.993951
chr1	227000000	228000000	1000000	1	228	0.975052
chr1	228000000	229000000	1000000	1	229	0.90324
chr1	229000000	230000000	1000000	1	230	0.996087
chr1	230000000	231000000	1000000	1	231	0.996431
chr1	231000000	232000000	1000000	1	232	0.993416
chr1	232000000	233000000	1000000	1	233	0.992502
chr1	233000000	234000000	1000000	1	234	0.994915
chr1	234000000	235000000	1000000	1	235	0.978932
chr1	235000000	236000000	1000000	1	236	0.994304
chr1	236000000	237000000	1000000	1	237	0.994023
chr1	237000000	238000000	1000000	1	238	0.985324
chr1	238000000	239000000	1000000	1	239	0.993936
chr1	239000000	240000000	1000000	1	240	0.990176
chr1	240000000	241000000	1000000	1	241	0.996526
chr1	241000000	242000000	1000000	1	242	0.996903
chr1	242000000	243000000	1000000	1	243	0.953931
chr1	243000000	244000000	1000000	1	244	0.927691
chr1	244000000	245000000	1000000	1	245	0.991901
chr1	245000000	246000000	1000000	1	246	0.988679
chr1	246000000	247000000	1000000	1	247	0.983096
chr1	247000000	248000000	1000000	1	248	0.966678
chr1	248000000	248956422	956422	1	249	0.851641
chr2	1	1000000	999999	2	250	0.974194
chr2	1000000	2000000	1000000	2	251	0.977059
chr2	2000000	3000000	1000000	2	252	0.990243
chr2	3000000	4000000	1000000	2	253	0.984126
chr2	4000000	5000000	1000000	2	254	0.983191
chr2	5000000	6000000	1000000	2	255	0.984534
chr2	6000000	7000000	1000000	2	256	0.997787
chr2	7000000	8000000	1000000	2	257	0.995474
chr2	8000000	9000000	1000000	2	258	0.992984
chr2	9000000	10000000	1000000	2	259	0.993087
chr2	10000000	11000000	1000000	2	260	0.992943
chr2	11000000	12000000	1000000	2	261	0.991402
chr2	12000000	13000000	1000000	2	262	0.99094
chr2	13000000	14000000	1000000	2	263	0.984171
chr2	14000000	15000000	1000000	2	264	0.983395
chr2	15000000	16000000	1000000	2	265	0.992441
chr2	16000000	17000000	1000000	2	266	0.984935
chr2	17000000	18000000	1000000	2	267	0.992918
chr2	18000000	19000000	1000000	2	268	0.989646
chr2	19000000	20000000	1000000	2	269	0.988467
chr2	20000000	21000000	1000000	2	270	0.992891
chr2	21000000	22000000	1000000	2	271	0.988882
chr2	22000000	23000000	1000000	2	272	0.990775
chr2	23000000	24000000	1000000	2	273	0.986766
chr2	24000000	25000000	1000000	2	274	0.993856
chr2	25000000	26000000	1000000	2	275	0.995158
chr2	26000000	27000000	1000000	2	276	0.997399
chr2	27000000	28000000	1000000	2	277	0.992468
chr2	28000000	29000000	1000000	2	278	0.996324
chr2	29000000	30000000	1000000	2	279	0.993016
chr2	30000000	31000000	1000000	2	280	0.985916
chr2	31000000	32000000	1000000	2	281	0.987774
chr2	32000000	33000000	1000000	2	282	0.990322
chr2	33000000	34000000	1000000	2	283	0.991411
chr2	34000000	35000000	1000000	2	284	0.986432
chr2	35000000	36000000	1000000	2	285	0.986376
chr2	36000000	37000000	1000000	2	286	0.985807
chr2	37000000	38000000	1000000	2	287	0.992033
chr2	38000000	39000000	1000000	2	288	0.991683
chr2	39000000	40000000	1000000	2	289	0.994227
chr2	40000000	41000000	1000000	2	290	0.989178
chr2	41000000	42000000	1000000	2	291	0.988491
chr2	42000000	43000000	1000000	2	292	0.992463
chr2	43000000	44000000	1000000	2	293	0.98849
chr2	44000000	45000000	1000000	2	294	0.99402
chr2	45000000	46000000	1000000	2	295	0.988007
chr2	46000000	47000000	1000000	2	296	0.996278
chr2	47000000	48000000	1000000	2	297	0.995228
chr2	48000000	49000000	1000000	2	298	0.990451
chr2	49000000	50000000	1000000	2	299	0.986588
chr2	50000000	51000000	1000000	2	300	0.998503
chr2	51000000	52000000	1000000	2	301	0.98743
chr2	52000000	53000000	1000000	2	302	0.990583
chr2	53000000	54000000	1000000	2	303	0.9889
chr2	54000000	55000000	1000000	2	304	0.996912
chr2	55000000	56000000	1000000	2	305	0.986852
chr2	56000000	57000000	1000000	2	306	0.984217
chr2	57000000	58000000	1000000	2	307	0.979475
chr2	58000000	59000000	1000000	2	308	0.986404
chr2	59000000	60000000	1000000	2	309	0.988764
chr2	60000000	61000000	1000000	2	310	0.983474
chr2	61000000	62000000	1000000	2	311	0.997205
chr2	62000000	63000000	1000000	2	312	0.986422
chr2	63000000	64000000	1000000	2	313	0.990129
chr2	64000000	65000000	1000000	2	314	0.993686
chr2	65000000	66000000	1000000	2	315	0.992441
chr2	66000000	67000000	1000000	2	316	0.974545
chr2	67000000	68000000	1000000	2	317	0.989562
chr2	68000000	69000000	1000000	2	318	0.989151
chr2	69000000	70000000	1000000	2	319	0.997668
chr2	70000000	71000000	1000000	2	320	0.99328
chr2	71000000	72000000	1000000	2	321	0.982961
chr2	72000000	73000000	1000000	2	322	0.981737
chr2	73000000	74000000	1000000	2	323	0.957849
chr2	74000000	75000000	1000000	2	324	0.993053
chr2	75000000	76000000	1000000	2	325	0.992634
chr2	76000000	77000000	1000000	2	326	0.971721
chr2	77000000	78000000	1000000	2	327	0.970993
chr2	78000000	79000000	1000000	2	328	0.990758
chr2	79000000	80000000	1000000	2	329	0.987404
chr2	80000000	81000000	1000000	2	330	0.995852
chr2	81000000	82000000	1000000	2	331	0.989516
chr2	82000000	83000000	1000000	2	332	0.995586
chr2	83000000	84000000	1000000	2	333	0.981553
chr2	84000000	85000000	1000000	2	334	0.987465
chr2	85000000	86000000	1000000	2	335	0.991544
chr2	86000000	87000000	1000000	2	336	0.875772
chr2	87000000	88000000	1000000	2	337	0.384514
chr2	88000000	89000000	1000000	2	338	0.986644
chr2	89000000	90000000	1000000	2	339	0.410953
chr2	90000000	91000000	1000000	2	340	0.247799
chr2	91000000	92000000	1000000	2	341	0.302625
chr2	92000000	93000000	1000000	2	342	0.246076
chr2	93000000	94000000	1000000	2	343	0.222463
chr2	94000000	95000000	1000000	2	344	0.550284
chr2	95000000	96000000	1000000	2	345	0.788311
chr2	96000000	97000000	1000000	2	346	0.95498
chr2	97000000	98000000	1000000	2	347	0.644452
chr2	98000000	99000000	1000000	2	348	0.991256
chr2	99000000	100000000	1000000	2	349	0.990388
chr2	100000000	101000000	1000000	2	350	0.984209
chr2	101000000	102000000	1000000	2	351	0.993994
chr2	102000000	103000000	1000000	2	352	0.987768
chr2	103000000	104000000	1000000	2	353	0.994691
chr2	104000000	105000000	1000000	2	354	0.997362
chr2	105000000	106000000	1000000	2	355	0.992612
chr2	106000000	107000000	1000000	2	356	0.916955
chr2	107000000	108000000	1000000	2	357	0.939011
chr2	108000000	109000000	1000000	2	358	0.959314
chr2	109000000	110000000	1000000	2	359	0.748864
chr2	110000000	111000000	1000000	2	360	0.550216
chr2	111000000	112000000	1000000	2	361	0.739849
chr2	112000000	113000000	1000000	2	362	0.922216
chr2	113000000	114000000	1000000	2	363	0.867599
chr2	114000000	115000000	1000000	2	364	0.987404
chr2	115000000	116000000	1000000	2	365	0.987657
chr2	116000000	117000000	1000000	2	366	0.986379
chr2	117000000	118000000	1000000	2	367	0.966913
chr2	118000000	119000000	1000000	2	368	0.982776
chr2	119000000	120000000	1000000	2	369	0.994679
chr2	120000000	121000000	1000000	2	370	0.994448
chr2	121000000	122000000	1000000	2	371	0.994724
chr2	122000000	123000000	1000000	2	372	0.982174
chr2	123000000	124000000	1000000	2	373	0.988946
chr2	124000000	125000000	1000000	2	374	0.980018
chr2	125000000	126000000	1000000	2	375	0.989726
chr2	126000000	127000000	1000000	2	376	0.988712
chr2	127000000	128000000	1000000	2	377	0.993987
chr2	128000000	129000000	1000000	2	378	0.986408
chr2	129000000	130000000	1000000	2	379	0.98241
chr2	130000000	131000000	1000000	2	380	0.681818
chr2	131000000	132000000	1000000	2	381	0.852926
chr2	132000000	133000000	1000000	2	382	0.936371
chr2	133000000	134000000	1000000	2	383	0.980468
chr2	134000000	135000000	1000000	2	384	0.980733
chr2	135000000	136000000	1000000	2	385	0.985702
chr2	136000000	137000000	1000000	2	386	0.995065
chr2	137000000	138000000	1000000	2	387	0.982457
chr2	138000000	139000000	1000000	2	388	0.992774
chr2	139000000	140000000	1000000	2	389	0.988157
chr2	140000000	141000000	1000000	2	390	0.99683
chr2	141000000	142000000	1000000	2	391	0.992629
chr2	142000000	143000000	1000000	2	392	0.988537
chr2	143000000	144000000	1000000	2	393	0.982715
chr2	144000000	145000000	1000000	2	394	0.994315
chr2	145000000	146000000	1000000	2	395	0.997501
chr2	146000000	147000000	1000000	2	396	0.993153
chr2	147000000	148000000	1000000	2	397	0.988289
chr2	148000000	149000000	1000000	2	398	0.981915
chr2	149000000	150000000	1000000	2	399	0.978676
chr2	150000000	151000000	1000000	2	400	0.996257
chr2	151000000	152000000	1000000	2	401	0.965399
chr2	152000000	153000000	1000000	2	402	0.9953
chr2	153000000	154000000	1000000	2	403	0.976013
chr2	154000000	155000000	1000000	2	404	0.990164
chr2	155000000	156000000	1000000	2	405	0.986043
chr2	156000000	157000000	1000000	2	406	0.98274
chr2	157000000	158000000	1000000	2	407	0.979696
chr2	158000000	159000000	1000000	2	408	0.980845
chr2	159000000	160000000	1000000	2	409	0.990587
chr2	160000000	161000000	1000000	2	410	0.977512
chr2	161000000	162000000	1000000	2	411	0.986166
chr2	162000000	163000000	1000000	2	412	0.993928
chr2	163000000	164000000	1000000	2	413	0.997048
chr2	164000000	165000000	1000000	2	414	0.990444
chr2	165000000	166000000	1000000	2	415	0.983522
chr2	166000000	167000000	1000000	2	416	0.98018
chr2	167000000	168000000	1000000	2	417	0.981103
chr2	168000000	169000000	1000000	2	418	0.994601
chr2	169000000	170000000	1000000	2	419	0.980876
chr2	170000000	171000000	1000000	2	420	0.995012
chr2	171000000	172000000	1000000	2	421	0.993278
chr2	172000000	173000000	1000000	2	422	0.987418
chr2	173000000	174000000	1000000	2	423	0.988433
chr2	174000000	175000000	1000000	2	424	0.987651
chr2	175000000	176000000	1000000	2	425	0.974614
chr2	176000000	177000000	1000000	2	426	0.99403
chr2	177000000	178000000	1000000	2	427	0.984824
chr2	178000000	179000000	1000000	2	428	0.983897
chr2	179000000	180000000	1000000	2	429	0.984796
chr2	180000000	181000000	1000000	2	430	0.987136
chr2	181000000	182000000	1000000	2	431	0.992183
chr2	182000000	183000000	1000000	2	432	0.97988
chr2	183000000	184000000	1000000	2	433	0.985366
chr2	184000000	185000000	1000000	2	434	0.990108
chr2	185000000	186000000	1000000	2	435	0.979241
chr2	186000000	187000000	1000000	2	436	0.987746
chr2	187000000	188000000	1000000	2	437	0.992428
chr2	188000000	189000000	1000000	2	438	0.989545
chr2	189000000	190000000	1000000	2	439	0.990112
chr2	190000000	191000000	1000000	2	440	0.992703
chr2	191000000	192000000	1000000	2	441	0.990945
chr2	192000000	193000000	1000000	2	442	0.985462
chr2	193000000	194000000	1000000	2	443	0.979646
chr2	194000000	195000000	1000000	2	444	0.986402
chr2	195000000	196000000	1000000	2	445	0.977918
chr2	196000000	197000000	1000000	2	446	0.985545
chr2	197000000	198000000	1000000	2	447	0.976639
chr2	198000000	199000000	1000000	2	448	0.992365
chr2	199000000	200000000	1000000	2	449	0.994489
chr2	200000000	201000000	1000000	2	450	0.99055
chr2	201000000	202000000	1000000	2	451	0.985324
chr2	202000000	203000000	1000000	2	452	0.992353
chr2	203000000	204000000	1000000	2	453	0.995779
chr2	204000000	205000000	1000000	2	454	0.988065
chr2	205000000	206000000	1000000	2	455	0.994273
chr2	206000000	207000000	1000000	2	456	0.986014
chr2	207000000	208000000	1000000	2	457	0.991484
chr2	208000000	209000000	1000000	2	458	0.977499
chr2	209000000	210000000	1000000	2	459	0.980484
chr2	210000000	211000000	1000000	2	460	0.988267
chr2	211000000	212000000	1000000	2	461	0.987619
chr2	212000000	213000000	1000000	2	462	0.993604
chr2	213000000	214000000	1000000	2	463	0.985144
chr2	214000000	215000000	1000000	2	464	0.987323
chr2	215000000	216000000	1000000	2	465	0.991958
chr2	216000000	217000000	1000000	2	466	0.993309
chr2	217000000	218000000	1000000	2	467	0.996341
chr2	218000000	219000000	1000000	2	468	0.994465
chr2	219000000	220000000	1000000	2	469	0.992749
chr2	220000000	221000000	1000000	2	470	0.995943
chr2	221000000	222000000	1000000	2	471	0.993285
chr2	222000000	223000000	1000000	2	472	0.988391
chr2	223000000	224000000	1000000	2	473	0.993768
chr2	224000000	225000000	1000000	2	474	0.994665
chr2	225000000	226000000	1000000	2	475	0.987933
chr2	226000000	227000000	1000000	2	476	0.9945
chr2	227000000	228000000	1000000	2	477	0.991773
chr2	228000000	229000000	1000000	2	478	0.972845
chr2	229000000	230000000	1000000	2	479	0.996433
chr2	230000000	231000000	1000000	2	480	0.990004
chr2	231000000	232000000	1000000	2	481	0.984174
chr2	232000000	233000000	1000000	2	482	0.979105
chr2	233000000	234000000	1000000	2	483	0.988803
chr2	234000000	235000000	1000000	2	484	0.986666
chr2	235000000	236000000	1000000	2	485	0.996692
chr2	236000000	237000000	1000000	2	486	0.989175
chr2	237000000	238000000	1000000	2	487	0.992266
chr2	238000000	239000000	1000000	2	488	0.993145
chr2	239000000	240000000	1000000	2	489	0.992348
chr2	240000000	241000000	1000000	2	490	0.970869
chr2	241000000	242000000	1000000	2	491	0.989562
chr2	242000000	242193529	193529	2	492	0.646585
chr3	1	1000000	999999	3	493	0.969234
chr3	1000000	2000000	1000000	3	494	0.985996
chr3	2000000	3000000	1000000	3	495	0.991605
chr3	3000000	4000000	1000000	3	496	0.981917
chr3	4000000	5000000	1000000	3	497	0.981511
chr3	5000000	6000000	1000000	3	498	0.989418
chr3	6000000	7000000	1000000	3	499	0.979592
chr3	7000000	8000000	1000000	3	500	0.99733
chr3	8000000	9000000	1000000	3	501	0.982053
chr3	9000000	10000000	1000000	3	502	0.996076
chr3	10000000	11000000	1000000	3	503	0.993094
chr3	11000000	12000000	1000000	3	504	0.99182
chr3	12000000	13000000	1000000	3	505	0.991644
chr3	13000000	14000000	1000000	3	506	0.993246
chr3	14000000	15000000	1000000	3	507	0.993952
chr3	15000000	16000000	1000000	3	508	0.983741
chr3	16000000	17000000	1000000	3	509	0.989167
chr3	17000000	18000000	1000000	3	510	0.987183
chr3	18000000	19000000	1000000	3	511	0.979929
chr3	19000000	20000000	1000000	3	512	0.975246
chr3	20000000	21000000	1000000	3	513	0.99016
chr3	21000000	22000000	1000000	3	514	0.985314
chr3	22000000	23000000	1000000	3	515	0.97809
chr3	23000000	24000000	1000000	3	516	0.988984
chr3	24000000	25000000	1000000	3	517	0.985979
chr3	25000000	26000000	1000000	3	518	0.995846
chr3	26000000	27000000	1000000	3	519	0.967476
chr3	27000000	28000000	1000000	3	520	0.99144
chr3	28000000	29000000	1000000	3	521	0.982871
chr3	29000000	30000000	1000000	3	522	0.990295
chr3	30000000	31000000	1000000	3	523	0.991401
chr3	31000000	32000000	1000000	3	524	0.998169
chr3	32000000	33000000	1000000	3	525	0.992823
chr3	33000000	34000000	1000000	3	526	0.991534
chr3	34000000	35000000	1000000	3	527	0.983027
chr3	35000000	36000000	1000000	3	528	0.985418
chr3	36000000	37000000	1000000	3	529	0.987233
chr3	37000000	38000000	1000000	3	530	0.993867
chr3	38000000	39000000	1000000	3	531	0.985586
chr3	39000000	40000000	1000000	3	532	0.982712
chr3	40000000	41000000	1000000	3	533	0.980308
chr3	41000000	42000000	1000000	3	534	0.981477
chr3	42000000	43000000	1000000	3	535	0.990231
chr3	43000000	44000000	1000000	3	536	0.981055
chr3	44000000	45000000	1000000	3	537	0.993752
chr3	45000000	46000000	1000000	3	538	0.998215
chr3	46000000	47000000	1000000	3	539	0.982213
chr3	47000000	48000000	1000000	3	540	0.995321
chr3	48000000	49000000	1000000	3	541	0.990804
chr3	49000000	50000000	1000000	3	542	0.996118
chr3	50000000	51000000	1000000	3	543	0.987365
chr3	51000000	52000000	1000000	3	544	0.984207
chr3	52000000	53000000	1000000	3	545	0.998244
chr3	53000000	54000000	1000000	3	546	0.988326
chr3	54000000	55000000	1000000	3	547	0.986138
chr3	55000000	56000000	1000000	3	548	0.985078
chr3	56000000	57000000	1000000	3	549	0.993139
chr3	57000000	58000000	1000000	3	550	0.989965
chr3	58000000	59000000	1000000	3	551	0.975832
chr3	59000000	60000000	1000000	3	552	0.991878
chr3	60000000	61000000	1000000	3	553	0.992667
chr3	61000000	62000000	1000000	3	554	0.990551
chr3	62000000	63000000	1000000	3	555	0.994914
chr3	63000000	64000000	1000000	3	556	0.97483
chr3	64000000	65000000	1000000	3	557	0.99454
chr3	65000000	66000000	1000000	3	558	0.988884
chr3	66000000	67000000	1000000	3	559	0.993518
